# harvest data for the sample database.
#
# Harvest logs from FarmData for Jan 1, 2019 to July 15, 2020.
# The fields are:
#  0: "id"
#  1: "username"
#  2: "gen"
#  3: "hardate"
#  4: "fieldID"
#  5: "crop"
#  6: "yield"
#  7: "unit"
#  8: "hours"
#  9: "comments"
# 10: blank
#
# Notes:
#  - There are a few harvests in this file for STRAWBERRIES, ASPARAGUS
#    and ROSEMARY that do not have matching plantings in the Jan 1, 2019 - 
#    July 15, 2020 time frame.  Their earlier plantings were added to the 
#    directSeedings.csv file.
#  - Harvests for KALE from area K in 2019 that appear in this file
#    are remapped by addHarvests.py to one of ["CHUAU-4","T", "O", "J", "Z", "W", "ALF-4"]
#    because there is no record of KALE in area K at that time.
#  - Harvests for BRUSSEL SPROUTS in area K in 2019 that appear in this 
#    file are remapped by addHarvests.py to J becasue there is no record
#    of BRUSSLE SPROUTS in J at that time.

"9589","binhammm","1","2019-06-20","N","RADISH","6","BUNCH","0.0166667","",
"9590","tongt","1","2019-06-20","O","KALE","39","BUNCH","0.0166667","",
"9591","tongt","1","2019-06-20","T","CHARD","12","BUNCH","0.0166667","",
"9592","ryanv","1","2019-06-20","T","BEET","13","BUNCH","0.0166667","",
"9593","ryanv","1","2019-06-20","CHUAU-4","COLLARDS","9","BUNCH","0.0166667","",
"9594","binhammm","1","2019-06-20","CHUAU-3","CARROT","10","BUNCH","0.0166667","",
"9595","binhammm","1","2019-06-20","CHUAU-1","TURNIP","9","BUNCH","0.0166667","",
"9596","binhammm","1","2019-06-20","CHUAU-2","SCALLION","32","BUNCH","0.0166667","Plus 4 lbs for DS ",
"9597","ryanv","1","2019-06-20","ALF 1","SUMMER SQUASH","10","POUND","0.0166667","",
"9598","tongt","1","2019-06-20","N","ENDIVE","2","POUND","0.0166667","",
"9599","tongt","1","2019-06-20","O","LETTUCE, MES MIX","13","POUND","0.0166667","",
"9600","tongt","1","2019-06-20","P","RADDICHIO","2","POUND","0.0166667","",
"9601","tongt","1","2019-06-24","O","LETTUCE, MES MIX","40","POUND","0.0166667","",
"9602","ryanv","1","2019-06-24","N","SPINACH","25","POUND","0.0166667","",
"9603","ryanv","1","2019-06-24","O","LETTUCE, GREEN","24","HEAD","0.0166667","",
"9604","ryanv","1","2019-06-24","O","LETTUCE, RED","24","HEAD","0.0166667","",
"9605","ryanv","1","2019-06-24","N","LETTUCE, ROMAINE","56.25","POUND","0.0166667","",
"9606","halpinj","1","2019-06-24","P","ENDIVE","10","POUND","0.0166667","",
"9607","halpinj","1","2019-06-24","T","RADDICHIO","15","POUND","0.0166667","",
"9608","halpinj","1","2019-06-24","P","HERB - CILANTRO","10","BUNCH","0.0166667","",
"9609","halpinj","1","2019-06-24","P","HERB - DILL","10","BUNCH","0.0166667","",
"9610","halpinj","1","2019-06-24","O","KALE","24","BUNCH","0.0166667","",
"9611","tongt","1","2019-06-24","O","KALE","35","BUNCH","0.0166667","",
"9612","ryanv","1","2019-06-24","O","BOKCHOY","18","HEAD","0.0166667","",
"9613","ryanv","1","2019-06-24","T","CHARD","25","BUNCH","0.0166667","",
"9614","ryanv","1","2019-06-24","O","DANDILION","13","BUNCH","0.0166667","",
"9615","ryanv","1","2019-06-24","T","CABBAGE","40","EACH","0.0166667","20 purple 20 green",
"9616","ryanv","1","2019-06-24","T","FENNEL","10","BUNCH","0.0166667","",
"9617","ryanv","1","2019-06-24","O","KOHLRABI","50","BUNCH","0.02","",
"9618","ryanv","1","2019-06-24","S","BEET","30","BUNCH","0.0166667","",
"9619","halpinj","1","2019-06-24","T","BROCCOLI","180","POUND","0.0166667","",
"9620","horowitk","1","2019-06-24","ALF 1","CUCUMBER","74.5","POUND","0.02","",
"9621","horowitk","1","2019-06-24","ALF 1","ZUCCHINI","74.5","POUND","0.0166667","",
"9622","horowitk","1","2019-06-24","ALF 1","SUMMER SQUASH","45.75","POUND","0.0166667","",
"9623","horowitk","1","2019-06-24","ALF 1","CUCUMBER","52.5","POUND","0.02","",
"9624","tongt","1","2019-06-24","CHUAU-3","CARROT","40","BUNCH","0.0166667","",
"9625","tongt","1","2019-06-24","CHUAU-2","SCALLION","8.77833","BUNCH","0.0166667","",
"9626","tongt","1","2019-06-24","CHUAU-1","TURNIP","30","BUNCH","0.0166667","",
"9627","binhammm","1","2019-06-26","ALF 1","ZUCCHINI","154","POUND","0.0166667","",
"9628","binhammm","1","2019-06-26","ALF 1","SUMMER SQUASH","75","POUND","0.0166667","",
"9629","binhammm","1","2019-06-26","ALF 3","CUCUMBER","164","POUND","0.0166667","",
"9630","tongt","1","2019-06-26","T","BROCCOLI","51.5","POUND","0.0166667","",
"9631","horowitk","1","2019-06-26","T","CABBAGE","350","EACH","0.0166667","",
"9632","horowitk","1","2019-06-26","S","CABBAGE","100","EACH","0.0166667","",
"9633","horowitk","1","2019-06-27","O","LETTUCE, MES MIX","57","POUND","0.0166667","",
"9634","horowitk","1","2019-06-27","N","SPINACH","6","POUND","0.0166667","",
"9635","horowitk","1","2019-06-27","O","ENDIVE","9.6","POUND","0.0166667","",
"9636","ryanv","1","2019-06-27","ALF 3","CUCUMBER","50.5","POUND","0.0166667","",
"9637","ryanv","1","2019-06-27","ALF 1","ZUCCHINI","32","POUND","0.0166667","",
