Done,Date,Log name,Asset IDs,Asset names,Areas,Notes,Categories,Quantity measure,Quantity value,Quantity unit,Quantity label,Lot number
,2018-10-22,,,Spinach,ALF 3,,,,43,Pounds,,
,2018-10-23,,,Cabbage,SQ 10,,,,107,Head,,
,2018-10-25,,,Lettuce,ALF 3,,,,28,Head,,
,2018-10-25,,,Lettuce: Mes Mix,ALF 1,,,,26,Pounds,,
,2018-10-25,,,Lettuce: Romaine,ALF 3,,,,137.5,Pounds,,
,2018-10-25,,,Scallions,SQ 5,,,,17,Bunches,,
,2018-10-29,,,Arugula,CHUAU-4,,,,5.5,Pounds,,
,2018-10-29,,,Chard,SQ 3,,,,8.33333,Bunches,,
,2018-10-29,,,Collards,SQ 3,,,,5,Bunches,,
,2018-10-29,,,Collards,SQ 3,,,,11.6667,Bunches,,
,2018-10-29,,,Kale,SQ 10,,,,10,Bunches,,
,2018-10-29,,,Kale,SQ 10,,,,26.6667,Bunches,,
,2018-10-29,,,Lettuce,ALF 3,,,,70,Head,,
,2018-10-29,,,Lettuce: Mes Mix,ALF 1,,,,17,Pounds,,
,2018-10-29,,,Radicchio,ALF 1,,,,5,Pounds,,
,2018-10-29,,,Scallions,SQ 5,,,,60,Bunches,,
,2018-10-29,,,Spinach,ALF 1,,,,11,Pounds,,
,2018-11-01,,,Lettuce,ALF 3,,,,48,Head,,
,2018-11-01,,,Lettuce: Mes Mix,ALF 3,,,,22.5,Pounds,,
,2018-11-01,,,Lettuce: Romaine,ALF 3,,,,71.25,Pounds,,
,2018-11-01,,,Scallions,SQ 5,,,,35,Bunches,,
,2018-11-05,,,Cilantro,CHUAU-2,,,,20,Bunches,,
,2018-11-05,,,Collards,SQ 3,,,,15,Bunches,,
,2018-11-05,,,Dandelion,SQ 7,,,,5,Bunches,,
,2018-11-05,,,Kale,SQ 10,,,,13.3333,Bunches,,
,2018-11-05,,,Kale,SQ 10,,,,10,Bunches,,
,2018-11-05,,,Radicchio,ALF 1,,,,7.04225,Pounds,,
,2018-11-05,,,Scallions,ALF 1,,,,42,Bunches,,
,2018-11-08,,,Arugula,CHUAU-4,,,,1.5,Pounds,,
,2018-11-08,,,Cabbage,SQ 10,,,,51.25,Head,,
,2018-11-08,,,Cabbage,SQ 3,,,,51.25,Head,,
,2018-11-08,,,Chinese Cabbage,SQ 5,,,,11,Head,,
,2018-11-08,,,Lettuce: Mes Mix,CHUAU-2,,,,8.5,Pounds,,
,2018-11-08,,,Spinach,CHUAU-4,,,,4.5,Pounds,,
,2018-11-12,,,Bokchoy,ALF 3,,,,20,Head,,
,2018-11-12,,,Cauliflower,SQ 10,,,,3,Head,,
,2018-11-12,,,Cauliflower,ALF 3,,,,9,Head,,
,2018-11-12,,,Collards,SQ 3,,,,6.67,Bunches,,
,2018-11-12,,,Dandelion,SQ 7,,,,5,Bunches,,
,2018-11-12,,,Kale,SQ 10,,,,37,Bunches,,
,2018-11-12,,,Lettuce: Mes Mix,CHUAU-2,,,,31,Pounds,,
,2018-11-12,,,Spinach,ALF 3,,,,15,Pounds,,
,2018-11-16,,,Broccoli,ALF 3,,,,5,Pounds,,
,2018-11-16,,,Broccoli,SQ 10,,,,1,Pounds,,
,2018-11-16,,,Broccoli,SQ 3,,,,4,Pounds,,
,2018-11-16,,,Brussel Sprouts,SQ 10,,,,23.75,Halfstalks,,
,2018-11-19,,,Broccoli,SQ 3,,,,3,Pounds,,
,2018-11-19,,,Broccoli,ALF 3,,,,3,Pounds,,
,2018-11-19,,,Cauliflower,SQ 5,,,,3,Head,,
,2018-11-19,,,Collards,SQ 3,,,,11.6667,Bunches,,
,2018-11-19,,,Collards,SQ 3,,,,5,Bunches,,
,2018-11-19,,,Dandelion,SQ 7,,,,5,Bunches,,
,2018-11-19,,,Kale,SQ 3,,,,66.6667,Bunches,,
,2018-11-19,,,Kale,SQ 3,,,,30,Bunches,,
,2018-11-26,,,Broccoli,ALF 3,,,,5,Pounds,,
,2018-11-26,,,Broccoli,SQ 3,,,,1.5,Pounds,,
,2018-11-26,,,Brussel Sprouts,SQ 10,,,,10,Halfstalks,,
,2018-11-26,,,Cauliflower,ALF 3,,,,11,Head,,
,2018-11-26,,,Cauliflower,SQ 5,,,,3,Head,,
,2018-11-26,,,Cauliflower,SQ 10,,,,2,Head,,
,2018-11-26,,,Collards,SQ 3,,,,15,Bunches,,
,2018-11-26,,,Kale,SQ 3,,,,40,Bunches,,
,2018-11-26,,,Scallions,ALF 1,,,,45,Bunches,,
,2018-11-26,,,Spinach,ALF 3,,,,20,Pounds,,
,2018-11-29,,,Broccoli,ALF 3,,,,1,Pounds,,
,2018-11-29,,,Broccoli,SQ 10,,,,0.5,Pounds,,
,2018-11-29,,,Broccoli,SQ 3,,,,1,Pounds,,
,2018-11-29,,,Brussel Sprouts,SQ 10,,,,3.25,Halfstalks,,
,2018-11-29,,,Cauliflower,ALF 3,,,,4,Head,,
,2018-11-29,,,Cauliflower,SQ 5,,,,0.75,Head,,
,2018-11-29,,,Cauliflower,SQ 10,,,,0.75,Head,,
,2018-11-29,,,Kale,SQ 3,,,,54,Bunches,,
,2018-11-29,,,Scallions,ALF 1,,,,31.33,Bunches,,
,2018-11-29,,,Spinach,ALF 1,,,,10,Pounds,,
,2018-11-29,,,Turnips,ALF 3,,,,30.8271,Bunches,,
,2018-12-06,,,Lettuce: Mes Mix,CHUAU-2,,,,7,Pounds,,
,2018-12-10,,,Arugula,CHUAU-4,,,,4,Pounds,,
,2018-12-10,,,Kale,SQ 10,,,,48,Bunches,,
,2018-12-10,,,Spinach,ALF 1,,,,12,Pounds,,
,2018-12-14,,,Radishes,ALF 3,,,,56,Pounds,,
